claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00704,POL-3851,CUST-6261,SHOP-004,2025-12-16,2025-12-24,2025-12-29,collision,rear,8575,Longueuil,1,0,43,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00284,POL-3608,CUST-3935,SHOP-019,2025-08-02,2026-02-16,2026-02-17,vandalism,right side,2969,Montreal,0,0,2,I found damage on the right side of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00263,POL-9975,CUST-6143,SHOP-023,2025-07-20,2026-01-27,2026-01-28,collision,rear,4356,Sherbrooke,1,0,2,Another driver struck my vehicle on the rear while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00313,POL-8598,CUST-3373,SHOP-028,2024-06-20,2025-06-30,2025-07-03,vandalism,right side,1792,Montreal,0,0,2,I found damage on the right side of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00809,POL-8549,CUST-6934,SHOP-011,2024-07-22,2025-05-13,2025-05-15,vandalism,front,8132,Montreal,1,0,28,I found damage on the front of my vehicle while parked in Montreal.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00975,POL-8324,CUST-3365,SHOP-005,2025-10-25,2026-03-04,2026-03-04,theft,left side,8367,Quebec City,1,0,35,Another vehicle struck me on the left side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00938,POL-6350,CUST-5668,SHOP-012,2024-02-22,2025-09-03,2025-09-07,collision,right side,3496,Quebec City,0,0,16,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00853,POL-6251,CUST-9639,SHOP-019,2025-08-11,2026-03-08,2026-03-12,vandalism,right side,3737,Sherbrooke,3,20,58,I found damage on the right side of my vehicle while parked in Sherbrooke.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00332,POL-3926,CUST-1512,SHOP-007,2024-04-19,2025-09-28,2025-09-29,collision,front,4138,Sherbrooke,1,0,2,Another driver struck my vehicle on the front while I was driving in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00701,POL-9202,CUST-9244,SHOP-007,2024-12-23,2024-12-29,2025-01-01,theft,front,10227,Sherbrooke,0,0,31,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00260,POL-4209,CUST-4072,SHOP-004,2025-02-06,2025-06-26,2025-06-29,collision,left side,1941,Quebec City,0,0,2,Another driver struck my vehicle on the left side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00129,POL-5038,CUST-5571,SHOP-018,2024-11-01,2025-03-26,2025-03-28,theft,rear,10654,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00866,POL-4554,CUST-4128,SHOP-014,2024-07-18,2025-08-24,2025-08-27,vandalism,right side,3035,Sherbrooke,3,21,56,My parked car was vandalized in Sherbrooke and the right side was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00849,POL-6565,CUST-8401,SHOP-025,2024-04-06,2025-10-24,2025-10-26,collision,front,10677,Montreal,1,0,28,I was driving in Montreal when another vehicle hit the front of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00307,POL-3863,CUST-8490,SHOP-004,2025-12-16,2026-03-22,2026-03-25,theft,front,5096,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00471,POL-9763,CUST-4872,SHOP-028,2025-03-29,2025-11-12,2025-11-12,theft,left side,7464,Montreal,0,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00864,POL-6654,CUST-8454,SHOP-003,2024-06-05,2025-10-13,2025-10-17,theft,rear,6182,Longueuil,2,21,73,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00390,POL-8438,CUST-9399,SHOP-029,2025-04-25,2026-03-14,2026-03-19,theft,right side,7891,Longueuil,1,0,2,My car was stolen in Longueuil and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00340,POL-2974,CUST-4714,SHOP-024,2025-10-30,2026-03-17,2026-03-21,collision,right side,1721,Longueuil,0,0,2,I lost control briefly and damaged the right side of my vehicle in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00530,POL-1156,CUST-3843,SHOP-014,2025-07-23,2026-02-16,2026-02-21,theft,right side,9408,Montreal,0,0,2,My car was stolen in Montreal and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00374,POL-1755,CUST-2689,SHOP-017,2025-11-05,2026-03-10,2026-03-12,collision,left side,2359,Longueuil,0,0,2,I was driving in Longueuil when another vehicle hit the left side of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00355,POL-4351,CUST-2083,SHOP-006,2025-03-25,2026-03-05,2026-03-08,vandalism,left side,3374,Laval,1,0,2,I found damage on the left side of my vehicle while parked in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00310,POL-3450,CUST-8749,SHOP-026,2024-01-10,2024-08-07,2024-08-10,theft,rear,11958,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00872,POL-6811,CUST-9105,SHOP-019,2025-09-28,2026-02-11,2026-02-12,theft,left side,6573,Gatineau,3,21,58,My car was stolen in Gatineau and later found with damage.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00841,POL-5485,CUST-1431,SHOP-016,2024-08-17,2025-04-28,2025-04-29,collision,right side,12557,Laval,0,0,21,I lost control briefly and damaged the right side of my vehicle in Laval.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00923,POL-6792,CUST-4872,SHOP-003,2024-01-24,2025-09-11,2025-09-15,theft,rear,6407,Quebec City,3,18,73,My car was stolen in Quebec City and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00670,POL-6710,CUST-5822,SHOP-015,2025-05-22,2025-05-31,2025-06-04,theft,rear,10654,Laval,0,0,28,I discovered my vehicle missing in Laval and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00895,POL-4352,CUST-4028,SHOP-014,2024-02-12,2025-04-13,2025-04-13,vandalism,rear,2619,Gatineau,3,21,56,My parked car was vandalized in Gatineau and the rear was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00009,POL-5889,CUST-9317,SHOP-020,2024-07-22,2025-01-24,2025-01-26,collision,front,4253,Longueuil,1,0,2,I was driving in Longueuil when another vehicle hit the front of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00280,POL-8960,CUST-8383,SHOP-011,2025-09-23,2026-01-09,2026-01-14,vandalism,rear,4116,Gatineau,1,0,2,I found damage on the rear of my vehicle while parked in Gatineau.,Observed damage aligns with reported incident details.,normal,0
CLM-00636,POL-3531,CUST-4994,SHOP-002,2025-07-10,2025-07-15,2025-07-16,vandalism,front,8856,Montreal,0,0,21,I found damage on the front of my vehicle while parked in Montreal.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00278,POL-9397,CUST-3333,SHOP-006,2024-07-07,2025-03-20,2025-03-24,theft,rear,5938,Laval,0,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00955,POL-8910,CUST-9209,SHOP-007,2024-08-04,2025-02-01,2025-02-03,vandalism,left side,3674,Quebec City,0,0,31,Another vehicle struck me on the left side in Quebec City.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00320,POL-8161,CUST-7467,SHOP-008,2024-06-16,2025-08-19,2025-08-22,collision,left side,1824,Quebec City,0,0,2,Another driver struck my vehicle on the left side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00221,POL-4112,CUST-7705,SHOP-023,2025-07-21,2026-02-20,2026-02-25,vandalism,left side,2653,Longueuil,0,0,2,My parked car was vandalized in Longueuil and the left side was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00458,POL-7235,CUST-2594,SHOP-014,2024-12-19,2025-07-19,2025-07-22,theft,front,10416,Laval,0,0,2,My car was stolen in Laval and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00138,POL-7021,CUST-4618,SHOP-008,2024-05-16,2025-10-17,2025-10-18,theft,left side,8406,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00730,POL-2629,CUST-6690,SHOP-010,2024-06-18,2024-06-22,2024-06-23,theft,right side,8694,Laval,0,0,39,I discovered my vehicle missing in Laval and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00940,POL-3178,CUST-4186,SHOP-014,2025-08-05,2025-10-23,2025-10-26,collision,right side,3740,Gatineau,1,0,56,Another vehicle struck me on the right side in Gatineau.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00692,POL-6737,CUST-5641,SHOP-026,2025-05-29,2025-06-07,2025-06-10,vandalism,left side,9037,Sherbrooke,0,0,32,I found damage on the left side of my vehicle while parked in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00811,POL-4127,CUST-2197,SHOP-025,2025-12-01,2026-02-24,2026-02-26,theft,right side,8175,Laval,1,0,28,My car was stolen in Laval and later found with damage.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00652,POL-7008,CUST-9396,SHOP-028,2025-10-01,2025-10-05,2025-10-06,collision,right side,9381,Quebec City,1,0,31,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00021,POL-1832,CUST-2512,SHOP-021,2025-03-09,2025-08-27,2025-08-27,collision,left side,2035,Sherbrooke,1,0,2,I was driving in Sherbrooke when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00305,POL-3555,CUST-2747,SHOP-004,2024-03-21,2026-03-13,2026-03-18,theft,front,11260,Gatineau,0,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00387,POL-8155,CUST-3224,SHOP-003,2024-05-20,2025-08-18,2025-08-21,vandalism,right side,2236,Quebec City,1,0,2,I found damage on the right side of my vehicle while parked in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00757,POL-3772,CUST-7000,SHOP-017,2024-01-15,2025-12-25,2025-12-28,theft,front,12985,Laval,0,0,25,I discovered my vehicle missing in Laval and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00855,POL-1785,CUST-9753,SHOP-003,2024-02-18,2025-01-23,2025-01-26,collision,left side,3702,Montreal,3,21,73,Another driver struck my vehicle on the left side while I was driving in Montreal.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00291,POL-7315,CUST-3166,SHOP-004,2024-01-17,2024-09-10,2024-09-14,vandalism,right side,2112,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00491,POL-4673,CUST-3540,SHOP-030,2025-05-22,2026-03-17,2026-03-22,vandalism,front,2990,Quebec City,1,0,2,My parked car was vandalized in Quebec City and the front was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00072,POL-1536,CUST-7070,SHOP-007,2025-03-30,2025-12-12,2025-12-13,theft,front,10617,Longueuil,1,0,2,My car was stolen in Longueuil and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00983,POL-8370,CUST-4425,SHOP-003,2024-12-14,2024-12-22,2024-12-25,collision,front,9000,Gatineau,3,20,73,I was hit on the front while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the left side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00415,POL-6343,CUST-4731,SHOP-004,2024-08-30,2025-11-25,2025-11-26,theft,rear,5602,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00090,POL-3473,CUST-8205,SHOP-003,2025-04-25,2026-01-06,2026-01-11,theft,left side,9844,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00395,POL-7390,CUST-8775,SHOP-009,2024-05-28,2025-12-22,2025-12-25,collision,left side,3338,Quebec City,1,0,2,Another driver struck my vehicle on the left side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00753,POL-2970,CUST-8133,SHOP-021,2024-12-22,2025-04-22,2025-04-22,theft,right side,9466,Sherbrooke,1,0,27,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00515,POL-7830,CUST-3668,SHOP-005,2025-06-01,2025-09-04,2025-09-07,vandalism,right side,2029,Sherbrooke,0,0,2,My parked car was vandalized in Sherbrooke and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00996,POL-9689,CUST-9277,SHOP-003,2024-01-24,2024-01-30,2024-01-31,collision,left side,15267,Gatineau,3,21,73,I was hit on the left side while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
